# ground truth trajectory
# timestamp tx ty tz qx qy qz qw
1548266066.89437 -1.01383 -2.26774 1.54817 -0.075148 0.000612571 -0.151104 0.985657
1548266066.92759 -1.01493 -2.27562 1.54426 -0.0740426 6.41079e-05 -0.148164 0.986187
1548266066.96084 -1.01615 -2.28328 1.54087 -0.0717766 -0.00122496 -0.143626 0.987025
1548266066.99423 -1.01709 -2.2912 1.53789 -0.068859 -0.00372623 -0.139059 0.98788
1548266067.02757 -1.01785 -2.29845 1.53522 -0.0672414 -0.00311848 -0.134387 0.98864
1548266067.06088 -1.0178 -2.3058 1.53322 -0.0637404 -0.00449867 -0.132087 0.989176
1548266067.09427 -1.0178 -2.31219 1.5323 -0.0619325 -0.00744882 -0.126838 0.98996
1548266067.12796 -1.01715 -2.31855 1.53157 -0.0605572 -0.00912701 -0.121167 0.990741
1548266067.16118 -1.01622 -2.32465 1.53118 -0.0605817 -0.00794357 -0.116215 0.991343
1548266067.19429 -1.0149 -2.33108 1.53201 -0.0586863 -0.0105938 -0.108269 0.992331
1548266067.22757 -1.01385 -2.33561 1.53232 -0.0652318 -0.0102221 -0.0981946 0.992974
1548266067.26079 -1.01277 -2.34114 1.53369 -0.0543242 -0.0177398 -0.0982322 0.993521
1548266067.29421 -1.01125 -2.34649 1.53489 -0.0536826 -0.019587 -0.0922682 0.994093
1548266067.32789 -1.00956 -2.35153 1.53608 -0.0541227 -0.0221047 -0.0857661 0.994599
1548266067.36114 -1.00801 -2.35631 1.5374 -0.0556675 -0.0245188 -0.0759242 0.995256
1548266067.39431 -1.00643 -2.36163 1.53912 -0.0545687 -0.0288934 -0.069296 0.995683
1548266067.42767 -1.00494 -2.36626 1.54095 -0.0554495 -0.0309088 -0.0615581 0.996083
1548266067.46077 -1.0032 -2.37118 1.54341 -0.0519539 -0.0351761 -0.0562524 0.996443
1548266067.49425 -1.00159 -2.37516 1.5457 -0.0547134 -0.0398168 -0.0439271 0.99674
1548266067.52767 -1.00019 -2.37942 1.54828 -0.053849 -0.0464481 -0.0312017 0.99698
1548266067.56052 -0.998103 -2.38399 1.55122 -0.0515457 -0.0521112 -0.0213768 0.997081
1548266067.59418 -0.995784 -2.38825 1.55438 -0.0504713 -0.0545207 -0.012027 0.997164
1548266067.62773 -0.993287 -2.39228 1.5574 -0.053651 -0.0572123 -0.00400345 0.996911
1548266067.66100 -0.990913 -2.39652 1.56116 -0.0490499 -0.0605077 0.00245101 0.996959
1548266067.69440 -0.988806 -2.39967 1.56467 -0.0519278 -0.0621917 0.0095516 0.996667
1548266067.72783 -0.986964 -2.40279 1.56847 -0.0515534 -0.0644885 0.0138509 0.99649
1548266067.76105 -0.985232 -2.40515 1.57241 -0.0511218 -0.0654458 0.0201875 0.996341
1548266067.79413 -0.983393 -2.40731 1.57632 -0.0531611 -0.067587 0.0248171 0.995987
1548266067.82730 -0.981045 -2.40948 1.58023 -0.0563375 -0.0658724 0.0261988 0.995892
1548266067.86061 -0.979021 -2.41146 1.58459 -0.057479 -0.0660512 0.0312208 0.99567
1548266067.89420 -0.976998 -2.41379 1.58908 -0.0573814 -0.0664221 0.0319773 0.995627
1548266067.92774 -0.975209 -2.41598 1.59395 -0.0564305 -0.065846 0.0334106 0.995672
1548266067.96115 -0.973842 -2.41733 1.59916 -0.0592572 -0.0662236 0.0358119 0.9954
1548266067.99433 -0.972945 -2.41827 1.60464 -0.0627444 -0.066607 0.0359671 0.995155
1548266068.02755 -0.971825 -2.41954 1.61033 -0.0628944 -0.0676302 0.0367411 0.995048
1548266068.06083 -0.971175 -2.42063 1.61618 -0.0625029 -0.0702648 0.0404868 0.994745
1548266068.09422 -0.970417 -2.42098 1.62154 -0.0685417 -0.0724784 0.0437894 0.994048
1548266068.12776 -0.96966 -2.42232 1.62744 -0.0652755 -0.0742082 0.0453931 0.994068
1548266068.16129 -0.968976 -2.42288 1.63306 -0.0672597 -0.0765758 0.0483489 0.993617
1548266068.19433 -0.968516 -2.42321 1.63882 -0.0682615 -0.0796447 0.0515002 0.993149
1548266068.22782 -0.967527 -2.42351 1.64451 -0.0693349 -0.0798664 0.0519365 0.993034
1548266068.26110 -0.966359 -2.42336 1.65028 -0.072457 -0.0809718 0.0531696 0.992656
1548266068.29429 -0.965721 -2.42283 1.65625 -0.0731914 -0.0826437 0.055241 0.992352
1548266068.32772 -0.965082 -2.42164 1.66204 -0.0785493 -0.085031 0.0547185 0.991769
1548266068.36079 -0.964344 -2.4206 1.66832 -0.0794759 -0.0870449 0.0571965 0.991381
1548266068.39414 -0.963786 -2.41916 1.67439 -0.0807325 -0.0902556 0.0608221 0.990776
1548266068.42772 -0.962859 -2.41796 1.68026 -0.0820707 -0.0926221 0.0602862 0.99048
1548266068.46102 -0.961077 -2.41717 1.68609 -0.0808922 -0.092709 0.0596622 0.990607
1548266068.49403 -0.959142 -2.4161 1.69155 -0.0825798 -0.0937636 0.0598549 0.990357
1548266068.52773 -0.957391 -2.41489 1.69664 -0.083186 -0.0972694 0.0604227 0.989933
1548266068.56053 -0.954365 -2.41413 1.70149 -0.0810501 -0.0957548 0.0609547 0.990225
1548266068.59422 -0.9515 -2.41271 1.70584 -0.0822303 -0.097203 0.062313 0.989902
1548266068.62768 -0.948329 -2.41084 1.70963 -0.0839911 -0.0981002 0.0646541 0.989516
1548266068.66076 -0.944806 -2.40872 1.71302 -0.0855373 -0.0999753 0.0662599 0.98909
1548266068.69423 -0.94083 -2.40677 1.71662 -0.084094 -0.100678 0.0687867 0.98897
1548266068.72786 -0.937058 -2.40422 1.71978 -0.085187 -0.101059 0.0710579 0.988676
1548266068.76101 -0.932144 -2.40249 1.72301 -0.0814139 -0.101498 0.0718588 0.988891
1548266068.79434 -0.927439 -2.39963 1.72587 -0.0856943 -0.101982 0.0737893 0.988338
1548266068.82763 -0.922339 -2.39737 1.72892 -0.0845137 -0.10174 0.0761939 0.988282
1548266068.86117 -0.917157 -2.39465 1.73175 -0.0849903 -0.100535 0.0803925 0.988032
1548266068.89451 -0.91133 -2.39199 1.73443 -0.086322 -0.0996513 0.0844296 0.987669
1548266068.92791 -0.905781 -2.38965 1.73729 -0.0836284 -0.101355 0.0890417 0.987322
1548266068.96103 -0.899492 -2.38714 1.73979 -0.084207 -0.100628 0.0939278 0.986895
1548266068.99447 -0.893401 -2.3847 1.74216 -0.0825317 -0.100052 0.0996398 0.986534
1548266069.02748 -0.887289 -2.38195 1.74407 -0.0842956 -0.100127 0.103765 0.985952
1548266069.06097 -0.881151 -2.37971 1.74574 -0.0821227 -0.100166 0.110938 0.98535
1548266069.09414 -0.87485 -2.37711 1.74683 -0.0834737 -0.0998355 0.115982 0.984689
1548266069.12763 -0.868874 -2.37497 1.74766 -0.0806265 -0.100182 0.119941 0.984417
1548266069.16077 -0.863062 -2.37222 1.7479 -0.0812624 -0.0999601 0.126163 0.983609
1548266069.19392 -0.857155 -2.36961 1.74781 -0.0807188 -0.100014 0.130698 0.983056
1548266069.22728 -0.851463 -2.36717 1.74735 -0.0795942 -0.0988254 0.133727 0.982861
1548266069.26070 -0.846229 -2.36421 1.74652 -0.0794558 -0.0987678 0.138334 0.98224
1548266069.29415 -0.841052 -2.3613 1.74537 -0.0793866 -0.0980302 0.141535 0.981863
1548266069.32727 -0.836087 -2.35858 1.74373 -0.0794338 -0.0972983 0.14327 0.981681
1548266069.36090 -0.831173 -2.35606 1.74178 -0.0803177 -0.0963602 0.147047 0.981143
1548266069.39422 -0.826237 -2.35391 1.73965 -0.0789225 -0.0959805 0.150939 0.980702
1548266069.42761 -0.820963 -2.35206 1.73725 -0.0782309 -0.0947722 0.154151 0.980375
1548266069.46100 -0.815509 -2.3504 1.7346 -0.0779455 -0.0927276 0.157147 0.980118
1548266069.49404 -0.810278 -2.34908 1.73197 -0.0760057 -0.0909783 0.159962 0.979979
1548266069.52777 -0.805467 -2.34814 1.72926 -0.0751393 -0.0896076 0.162368 0.979776
1548266069.56108 -0.801205 -2.3475 1.7264 -0.073734 -0.0884172 0.164417 0.979649
1548266069.59440 -0.797113 -2.34708 1.72358 -0.0732504 -0.0870303 0.166203 0.979508
1548266069.62786 -0.793372 -2.3468 1.72071 -0.0722661 -0.085573 0.167585 0.979474
1548266069.66115 -0.790054 -2.34638 1.71769 -0.0716119 -0.0842472 0.168318 0.979512
1548266069.69437 -0.786965 -2.34618 1.71469 -0.072266 -0.0818104 0.166452 0.979989
1548266069.72774 -0.784473 -2.34621 1.71145 -0.0721816 -0.0802118 0.162397 0.980807
1548266069.76114 -0.782585 -2.3464 1.7079 -0.0719516 -0.0791471 0.163197 0.980778
1548266069.79428 -0.780851 -2.34702 1.70397 -0.070912 -0.0783521 0.16147 0.981203
1548266069.82776 -0.778817 -2.34805 1.69979 -0.0704722 -0.0753464 0.157399 0.982131
1548266069.86123 -0.777006 -2.34924 1.6953 -0.0690242 -0.0726669 0.155154 0.982793
1548266069.89443 -0.77554 -2.35056 1.69065 -0.0685238 -0.0701592 0.15244 0.983435
1548266069.92762 -0.774512 -2.35228 1.68591 -0.0664325 -0.0664748 0.146648 0.984714
1548266069.96090 -0.774025 -2.35363 1.68109 -0.0655253 -0.0635941 0.141628 0.9857
1548266069.99434 -0.773915 -2.35464 1.67623 -0.065184 -0.0616273 0.139821 0.986105
1548266070.02746 -0.77351 -2.35592 1.67131 -0.0640276 -0.0583843 0.135032 0.987045
1548266070.06065 -0.772749 -2.35745 1.66646 -0.0628933 -0.0531362 0.128624 0.98827
1548266070.09419 -0.772485 -2.35854 1.66177 -0.0629744 -0.0489811 0.124761 0.988974
1548266070.12772 -0.772851 -2.3597 1.65733 -0.061953 -0.0459187 0.120362 0.98973
1548266070.16112 -0.773606 -2.36089 1.65303 -0.0611231 -0.0418805 0.113024 0.990826
1548266070.19416 -0.774922 -2.36183 1.64877 -0.0614751 -0.0399144 0.108652 0.991374
1548266070.22772 -0.776911 -2.36263 1.64482 -0.0598187 -0.0387347 0.105222 0.991892
1548266070.26100 -0.778829 -2.36303 1.64066 -0.0607076 -0.0358863 0.0991904 0.992566
1548266070.29438 -0.780619 -2.36329 1.63672 -0.0611306 -0.0334062 0.0947102 0.993064
1548266070.32755 -0.782441 -2.36336 1.63293 -0.0604731 -0.0304961 0.0914074 0.993508
1548266070.36099 -0.78433 -2.36329 1.62915 -0.061187 -0.0278133 0.0865128 0.993981
1548266070.39474 -0.786448 -2.36308 1.62553 -0.0614046 -0.0247774 0.0812667 0.99449
1548266070.42806 -0.788937 -2.36291 1.62202 -0.0635558 -0.0229948 0.07691 0.994745
1548266070.46124 -0.791649 -2.36318 1.61872 -0.0627709 -0.02027 0.0695522 0.995395
1548266070.49441 -0.794705 -2.36342 1.61553 -0.0625444 -0.0179234 0.0641081 0.99582
1548266070.52793 -0.798338 -2.36341 1.61247 -0.0650442 -0.0158227 0.0575055 0.996098
1548266070.56085 -0.802889 -2.36345 1.60987 -0.0653125 -0.013626 0.0498944 0.996524
1548266070.59459 -0.808015 -2.36343 1.6075 -0.0653801 -0.0136818 0.0440437 0.996794
1548266070.62797 -0.813118 -2.36288 1.60486 -0.0689762 -0.0136624 0.0405076 0.996702
1548266070.66127 -0.818381 -2.36274 1.60246 -0.070359 -0.0133171 0.0331982 0.99688
1548266070.69440 -0.823255 -2.36287 1.60027 -0.0695776 -0.0129489 0.0271626 0.997123
1548266070.72772 -0.827995 -2.36315 1.59822 -0.0693374 -0.0133413 0.0210479 0.997282
1548266070.76110 -0.832752 -2.36374 1.59586 -0.0721125 -0.0107393 0.0159125 0.997212
1548266070.79420 -0.837602 -2.36509 1.59372 -0.0721265 -0.00893283 0.0071193 0.99733
1548266070.82746 -0.842841 -2.36636 1.59166 -0.0722786 -0.00855944 -0.00105372 0.997347
1548266070.86089 -0.848679 -2.36771 1.5896 -0.0721058 -0.00858291 -0.00719554 0.997334
1548266070.89421 -0.854531 -2.3694 1.58735 -0.0729716 -0.00574098 -0.0152214 0.997201
1548266070.92764 -0.861182 -2.37119 1.58571 -0.071642 -0.00566318 -0.0230502 0.997148
1548266070.96100 -0.867621 -2.37314 1.58432 -0.0676587 -0.00679237 -0.0332382 0.997132
1548266070.99402 -0.874032 -2.3739 1.58283 -0.0706426 -0.00559872 -0.0405857 0.99666
1548266071.02752 -0.879383 -2.37518 1.58217 -0.0688453 -0.00534465 -0.0488976 0.996414
1548266071.06106 -0.884755 -2.37601 1.58246 -0.0655129 -0.0058523 -0.053547 0.996397
1548266071.09426 -0.889588 -2.37632 1.58335 -0.0679559 -0.00439515 -0.0590857 0.995928
1548266071.12782 -0.893728 -2.37699 1.58531 -0.0661631 -0.00293475 -0.0684306 0.995455
1548266071.16119 -0.897957 -2.37646 1.58797 -0.066107 -0.00289279 -0.072026 0.995205
1548266071.19450 -0.902123 -2.37535 1.59103 -0.0676407 -0.00256806 -0.0795578 0.994529
1548266071.22780 -0.906005 -2.37351 1.59463 -0.0697172 -0.00263821 -0.0840058 0.99402
1548266071.26095 -0.909602 -2.37165 1.59881 -0.0687623 -0.00657394 -0.0885814 0.993671
1548266071.29440 -0.91247 -2.3688 1.60264 -0.0740968 -0.00590946 -0.0926212 0.992923
1548266071.32792 -0.91393 -2.36619 1.60653 -0.0778512 -0.00453113 -0.096826 0.992242
1548266071.36123 -0.91495 -2.36343 1.61061 -0.0806744 -0.00453036 -0.0973126 0.991968
1548266071.39440 -0.915303 -2.36132 1.61522 -0.079473 -0.00756118 -0.103322 0.991439
1548266071.42788 -0.91499 -2.35813 1.61901 -0.0870197 -0.00472907 -0.104387 0.990711
1548266071.46114 -0.914332 -2.35555 1.6235 -0.0906303 -0.00405458 -0.103078 0.990527
1548266071.49454 -0.91378 -2.35279 1.62775 -0.0933556 -0.00531713 -0.105516 0.990012
1548266071.52751 -0.912489 -2.35082 1.63159 -0.0937315 -0.00618941 -0.110175 0.989463
1548266071.56069 -0.911411 -2.34857 1.63568 -0.0938403 -0.00680091 -0.111484 0.989302
1548266071.59429 -0.909493 -2.34688 1.6396 -0.0944975 -0.00923366 -0.112658 0.989087
1548266071.62771 -0.907078 -2.3452 1.64319 -0.0985143 -0.00795793 -0.113177 0.988647
1548266071.66105 -0.903966 -2.3437 1.64682 -0.0961535 -0.00832294 -0.116894 0.988444
1548266071.69442 -0.900644 -2.34159 1.65012 -0.0981578 -0.0092638 -0.115987 0.988345
1548266071.72753 -0.896912 -2.34019 1.65338 -0.0992225 -0.00820819 -0.119669 0.987809
1548266071.76096 -0.893415 -2.33843 1.6565 -0.10136 -0.00851875 -0.119646 0.987592
1548266071.79434 -0.890164 -2.33629 1.65939 -0.102258 -0.0099666 -0.117661 0.987725
1548266071.82769 -0.886452 -2.33478 1.66254 -0.103121 -0.010991 -0.119124 0.987449
1548266071.86065 -0.882806 -2.3325 1.66528 -0.10441 -0.0104078 -0.120781 0.987118
1548266071.89429 -0.878871 -2.33036 1.66815 -0.104858 -0.0129021 -0.118995 0.987258
1548266071.92768 -0.875069 -2.32773 1.67064 -0.107747 -0.0138479 -0.118958 0.986939
1548266071.96125 -0.87118 -2.32533 1.67345 -0.107109 -0.0144436 -0.121483 0.986692
1548266071.99445 -0.867475 -2.322 1.67606 -0.110011 -0.0151444 -0.117832 0.986805
1548266072.02777 -0.863832 -2.31877 1.67852 -0.110499 -0.0143946 -0.119589 0.98655
1548266072.06111 -0.859592 -2.31621 1.68122 -0.111308 -0.0146538 -0.120189 0.986383
1548266072.09460 -0.856018 -2.31296 1.68376 -0.112245 -0.0143867 -0.11728 0.98663
1548266072.12771 -0.852869 -2.30964 1.68642 -0.112132 -0.0144949 -0.118372 0.986511
1548266072.16100 -0.849532 -2.30671 1.68915 -0.112673 -0.0137666 -0.119923 0.986273
1548266072.19453 -0.846776 -2.30317 1.69178 -0.112403 -0.0138059 -0.119042 0.98641
1548266072.22784 -0.844797 -2.29923 1.69449 -0.113349 -0.0147894 -0.115817 0.986671
1548266072.26122 -0.843282 -2.29507 1.69705 -0.113702 -0.014819 -0.118819 0.986273
1548266072.29442 -0.842705 -2.28974 1.6994 -0.115066 -0.0157638 -0.117147 0.9863
1548266072.32779 -0.842077 -2.28479 1.70199 -0.115587 -0.0177304 -0.115639 0.986384
1548266072.36088 -0.842334 -2.2782 1.7041 -0.118828 -0.018597 -0.113573 0.986223
1548266072.39425 -0.841666 -2.27301 1.70599 -0.121883 -0.0164384 -0.116252 0.985576
1548266072.42754 -0.841528 -2.26751 1.70761 -0.12489 -0.0149915 -0.116139 0.985236
1548266072.46111 -0.841768 -2.26249 1.7092 -0.125662 -0.0148137 -0.116665 0.985078
1548266072.49402 -0.842457 -2.25765 1.71044 -0.125725 -0.013326 -0.117835 0.984952
1548266072.52756 -0.843389 -2.25333 1.71182 -0.126705 -0.0117692 -0.116703 0.984981
1548266072.56089 -0.844467 -2.2494 1.71298 -0.12753 -0.00970926 -0.117997 0.984743
1548266072.59413 -0.846335 -2.24555 1.71411 -0.122534 -0.00904721 -0.122202 0.984871
1548266072.62767 -0.847849 -2.24205 1.71492 -0.125704 -0.00729631 -0.12224 0.984481
1548266072.66107 -0.850098 -2.23848 1.71569 -0.12477 -0.00650722 -0.121693 0.984673
1548266072.69399 -0.852435 -2.23482 1.71624 -0.12451 -0.0055782 -0.123205 0.984524
1548266072.72808 -0.855425 -2.23097 1.71679 -0.121123 -0.0063138 -0.125545 0.984646
1548266072.76089 -0.858733 -2.22723 1.71742 -0.118206 -0.00660909 -0.127447 0.984754
1548266072.79442 -0.862211 -2.22318 1.71776 -0.121795 -0.00484094 -0.128936 0.984133
1548266072.82807 -0.866431 -2.21812 1.71795 -0.121213 -0.00571961 -0.129098 0.984179
1548266072.86100 -0.87098 -2.21286 1.71808 -0.119651 -0.00689978 -0.131417 0.984056
1548266072.89442 -0.876032 -2.2067 1.71796 -0.118931 -0.00840993 -0.132268 0.984017
1548266072.92793 -0.880658 -2.201 1.71803 -0.123505 -0.00741949 -0.126337 0.984241
1548266072.96099 -0.885322 -2.19536 1.71792 -0.120931 -0.00956256 -0.129788 0.984093
1548266072.99453 -0.890063 -2.18957 1.71777 -0.122499 -0.00803631 -0.12663 0.984324
1548266073.02759 -0.895016 -2.18437 1.71771 -0.122062 -0.00836913 -0.126831 0.98435
1548266073.06125 -0.90096 -2.17856 1.71754 -0.118149 -0.00914295 -0.125489 0.984992
1548266073.09431 -0.907025 -2.17271 1.71739 -0.122416 -0.00765817 -0.122429 0.984869
1548266073.12777 -0.913672 -2.16674 1.71745 -0.12219 -0.00879934 -0.120745 0.985095
1548266073.16086 -0.920617 -2.1602 1.71727 -0.12065 -0.00962888 -0.119737 0.9854
1548266073.19409 -0.927674 -2.15358 1.71715 -0.124023 -0.0095258 -0.117518 0.98525
1548266073.22771 -0.934842 -2.14716 1.71701 -0.124618 -0.00879937 -0.115719 0.985394
1548266073.26080 -0.941977 -2.14086 1.71695 -0.124762 -0.00857412 -0.115152 0.985445
1548266073.29398 -0.949039 -2.13491 1.71702 -0.124385 -0.00753395 -0.115334 0.985479
1548266073.32751 -0.956681 -2.12883 1.71748 -0.121802 -0.00785524 -0.118659 0.985405
1548266073.36074 -0.964626 -2.12234 1.71797 -0.122634 -0.00869599 -0.118187 0.985351
1548266073.39440 -0.972165 -2.11568 1.71861 -0.122786 -0.00917207 -0.115636 0.985631
1548266073.42765 -0.979162 -2.10946 1.71921 -0.123058 -0.00983477 -0.116764 0.985457
1548266073.46101 -0.986068 -2.1031 1.71968 -0.121529 -0.0100241 -0.120584 0.985185
1548266073.49456 -0.992379 -2.09678 1.72014 -0.123627 -0.01004 -0.117855 0.985254
1548266073.52771 -0.99848 -2.09027 1.72052 -0.122551 -0.012484 -0.118531 0.98528
1548266073.56097 -1.00349 -2.08462 1.72057 -0.122805 -0.0124798 -0.120512 0.985008
1548266073.59449 -1.00769 -2.07846 1.72046 -0.12489 -0.0113637 -0.120295 0.984785
1548266073.62780 -1.01135 -2.07251 1.72043 -0.123716 -0.0122202 -0.121809 0.984737
1548266073.66114 -1.01437 -2.06681 1.72031 -0.123825 -0.0120006 -0.121877 0.984718
1548266073.69467 -1.01656 -2.06088 1.7201 -0.126235 -0.00989971 -0.121315 0.984505
1548266073.72785 -1.01844 -2.05468 1.71977 -0.125773 -0.010195 -0.120096 0.98471
1548266073.76117 -1.02009 -2.04837 1.71923 -0.126771 -0.010331 -0.118942 0.984721
1548266073.79435 -1.02142 -2.04206 1.71851 -0.128543 -0.00896337 -0.11987 0.984392
1548266073.82776 -1.02273 -2.03553 1.71808 -0.129615 -0.00910341 -0.119462 0.9843
1548266073.86115 -1.02374 -2.02931 1.71775 -0.129889 -0.00995138 -0.118379 0.984386
1548266073.89467 -1.02436 -2.02276 1.71732 -0.130805 -0.00945929 -0.119848 0.984092
1548266073.92764 -1.02492 -2.016 1.71698 -0.131919 -0.0102579 -0.118707 0.984074
1548266073.96087 -1.02517 -2.00929 1.71662 -0.132084 -0.0109984 -0.118507 0.984067
1548266073.99438 -1.02501 -2.00311 1.71623 -0.132064 -0.0106547 -0.12139 0.983723
1548266074.02764 -1.02446 -1.99715 1.7161 -0.128756 -0.0114717 -0.122428 0.984023
1548266074.06094 -1.02466 -1.98981 1.71595 -0.132206 -0.0126315 -0.119532 0.983908
1548266074.09442 -1.02428 -1.98392 1.71588 -0.13009 -0.0133712 -0.122894 0.983766
1548266074.12762 -1.02414 -1.97792 1.71605 -0.127765 -0.0143518 -0.122577 0.984096
1548266074.16100 -1.02398 -1.97129 1.71587 -0.128317 -0.0158132 -0.122877 0.983965
1548266074.19412 -1.02369 -1.96529 1.71601 -0.126687 -0.0167764 -0.125053 0.983885
1548266074.22771 -1.02345 -1.95901 1.71663 -0.125103 -0.0184752 -0.128812 0.983573
1548266074.26105 -1.02273 -1.95227 1.71766 -0.123896 -0.0201938 -0.127469 0.983867
1548266074.29426 -1.02094 -1.94596 1.71877 -0.123481 -0.0205043 -0.129248 0.98368
1548266074.32801 -1.01855 -1.93981 1.72002 -0.121698 -0.0193172 -0.130708 0.983734
1548266074.36088 -1.01653 -1.93228 1.72162 -0.123974 -0.0203717 -0.128671 0.983697
1548266074.39462 -1.01397 -1.92505 1.72334 -0.125796 -0.02001 -0.126605 0.983741
1548266074.42767 -1.01055 -1.91851 1.72498 -0.127037 -0.018871 -0.126744 0.983586
1548266074.46116 -1.00688 -1.91239 1.72656 -0.128223 -0.0171794 -0.126273 0.983524
1548266074.49416 -1.00401 -1.90589 1.72817 -0.130556 -0.0163491 -0.124721 0.983429
1548266074.52790 -1.00094 -1.90031 1.72969 -0.132478 -0.015456 -0.124541 0.983209
1548266074.56128 -0.998357 -1.89511 1.73136 -0.133419 -0.0153911 -0.124033 0.983147
1548266074.59439 -0.99582 -1.8904 1.73303 -0.133096 -0.0156445 -0.124269 0.983157
1548266074.62787 -0.993482 -1.88605 1.73479 -0.134429 -0.0161298 -0.122894 0.983141
1548266074.66131 -0.991001 -1.88241 1.73641 -0.134724 -0.0162074 -0.123584 0.983013
1548266074.69466 -0.988914 -1.87927 1.73801 -0.134388 -0.0171751 -0.124842 0.982883
1548266074.72764 -0.98724 -1.87665 1.73963 -0.134361 -0.0175396 -0.126234 0.982703
1548266074.76098 -0.985629 -1.8744 1.74124 -0.134828 -0.0186282 -0.127101 0.982507
1548266074.79434 -0.983826 -1.87238 1.74288 -0.134272 -0.0194618 -0.127494 0.982516
